Symbol	Bed chr (hg19)	start	end	chr locus	Annotator	Date updated	Origin	Expansion of gene name	Known function of gene	Variant type	Hom or Het	Variant chr	Variant start	Variant end	Call	Literature 1 (Title; PMID; Lit score)	Literature 2 (Title; PMID; Lit score)	Literature 3 (Title; PMID; Lit score)	Literature 4 (Title; PMID; Lit score)	Literature 5 (Title; PMID; Lit score)	Literature 6 (Title; PMID; Lit score)	Literature 7 (Title; PMID; Lit score)	Free text comments		Pathway
PPME1	chr11	73882107	73965748	11q13.4			Index gene	protein phosphatase methylesterase 1																	
PGM2L1	chr11	74041356	74109510	11q13.4			Index gene	phosphoglucomutase 2 like 1																	
ARRB1	chr11	74971165	75062875	11q13.4			Index gene	arrestin beta 1																	
RPS3	chr11	75110534	75133345	11q13.4			Index gene	ribosomal protein S3																	
MAP6	chr11	75297962	75379479	11q13.5			Index gene	microtubule associated protein 6																	
PAK1	chr11	77033059	77185108	11q13.5-q14.1			Index gene	p21 (RAC1) activated kinase 1																	
CLNS1A	chr11	77327195	77348851	11q14.1			Index gene	chloride nucleotide-sensitive channel 1A																	
NDUFC2-KCTD14	chr11	77726760	77791265	11q14.1			Index gene	NDUFC2-KCTD14 readthrough																	
NDUFC2	chr11	77779392	77791265	11q14.1			Index gene	NADH:ubiquinone oxidoreductase subunit C2																	
GAB2	chr11	77926335	78128868	11q14.1			Index gene	GRB2 associated binding protein 2																	
PRCP	chr11	82533982	82612782	11q14			Index gene	prolylcarboxypeptidase																	
DLG2	chr11	83166055	85338314	11q14.1	AP	9/25/2017	Index gene	discs large MAGUK scaffold protein 2	This gene encodes a member of the membrane-associated guanylate kinase (MAGUK) family. The encoded protein forms a heterodimer with a related family member that may interact at postsynaptic sites to form a multimeric scaffold for the clustering of receptors, ion channels, and associated signaling proteins. Multiple transcript variants encoding different isoforms have been found for this gene. Additional transcript variants have been described, but their full-length nature is not known.	1	Het				VOUS	De novo CNVs in bipolar affective disorder and schizophrenia; PMID: 25055870; 2	Copy number variants of schizophrenia susceptibility loci are associated with a spectrum of speech and developmental delays and behavior problems; PMID: 21792059; 2	Clinical significance of de novo and inherited copy-number variation; PMID: 24038936; 2							
TMEM126A	chr11	85358962	85367597	11q14.1			Index gene	transmembrane protein 126A																	
PICALM	chr11	85668213	85780923	11q14.2			Index gene	phosphatidylinositol binding clathrin assembly protein																	
HIKESHI	chr11	86013252	86056985	11q14.2			Index gene	Hikeshi, heat shock protein nuclear import factor																	
ME3	chr11	86152149	86383678	11q14.2			Index gene	malic enzyme 3																	
CWC15	chr11	94695786	94706776	11q21			Index gene	CWC15 spliceosome associated protein homolog																	
SRSF8	chr11	94800040	94804387	11q21			Index gene	serine and arginine rich splicing factor 8																	
SESN3	chr11	94898676	94965705	11q21			Index gene	sestrin 3																	
MTMR2	chr11	95566043	95657371	11q21			Index gene	myotubularin related protein 2																	
BIRC2	chr11	102217912	102249401	11q22.2			Index gene	baculoviral IAP repeat containing 2																	
DCUN1D5	chr11	102921412	102962944	11q22.3			Index gene	defective in cullin neddylation 1 domain containing 5																	
MSANTD4	chr11	105878647	105893014	11q22.3			Index gene	Myb/SANT DNA binding domain containing 4 with coiled-coils																	
AASDHPPT	chr11	105948291	105969419	11q22.3			Index gene	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase																	
ELMOD1	chr11	107461816	107537505	11q22.3	KH	12/6/2017	Index gene	ELMO domain containing 1		1	Het				VOUS	Neuregulin 1-ErbB module in C-bouton synapses on somatic motor neurons: molecular compartmentation and response to peripheral nerve injury; PMID: 28065942; 2	Pridopidine activates neuroprotective pathways impaired in Huntington Disease; PMID: 27466197; 2	Characterization of recombinant ELMOD (cell engulfment and motility domain) proteins as GTPase-activating proteins (GAPs) for ARF family GTPases; PMID: 24616099; 2					ELMOD1 an effector of S1R (PMID: 24616099), which is involved in neural signalling of neuregulin PMID: 28065942		
SLC35F2	chr11	107661716	107729914	11q22.3	KH	12/6/2017	Index gene	solute carrier family 35 member F2		1	Het				LP	Genomic Copy Number Analysis in Alzheimer's Disease and Mild Cognitive Impairment: An ADNI Study; PMID: 21660214; 1									
ACAT1	chr11	107992257	108018891	11q22.3			Index gene	acetyl-CoA acetyltransferase 1																	
DDX10	chr11	108535751	108811657	11q22.3			Index gene	DEAD-box helicase 10																	
RDX	chr11	110045604	110167437	11q23			Index gene	radixin																	
C11orf1	chr11	111749947	111754797	11q23.1			Index gene	chromosome 11 open reading frame 1																	
C11orf57	chr11	111944967	111955874	11q23.1			Index gene	chromosome 11 open reading frame 57																	
TIMM8B	chr11	111955538	111957522	11q23.1			Index gene	translocase of inner mitochondrial membrane 8 homolog B																	
SDHD	chr11	111957547	111966525	11q23			Index gene	succinate dehydrogenase complex subunit D																	
PTS	chr11	112097087	112104695	11q22.3			Index gene	6-pyruvoyltetrahydropterin synthase																	
NCAM1	chr11	112831968	113149158	11q23.2			Index gene	neural cell adhesion molecule 1																	
REXO2	chr11	114310107	114321000	11q23.2			Index gene	RNA exonuclease 2																	
CADM1	chr11	115044344	115375241	11q23.3			Index gene	cell adhesion molecule 1																	
ZPR1	chr11	116648904	116658754	11q23.3			Index gene	ZPR1 zinc finger																	
SIK3	chr11	116714117	116969131	11q23.3			Index gene	SIK family kinase 3																	
PAFAH1B2	chr11	117014999	117048889	11q23			Index gene	platelet activating factor acetylhydrolase 1b catalytic subunit 2																	
RNF214	chr11	117103340	117156404	11q23.3			Index gene	ring finger protein 214																	
BACE1	chr11	117156401	117186972	11q23.3			Index gene	beta-secretase 1																	
FXYD6	chr11	117707690	117748201	11q23.3			Index gene	FXYD domain containing ion transport regulator 6																	
UBE4A	chr11	118230295	118269926	11q23.3			Index gene	ubiquitination factor E4A																	
ATP5L	chr11	118272103	118280562	11q23.3			Index gene	ATP synthase, H+ transporting, mitochondrial Fo complex subunit G																	
TMEM25	chr11	118401802	118417313	11q23.3			Index gene	transmembrane protein 25																	
IFT46	chr11	118415242	118436791	11q23.3			Index gene	intraflagellar transport 46																	
ARCN1	chr11	118443101	118473747	11q23.3			Index gene	archain 1																	
PHLDB1	chr11	118477212	118528748	11q23.3			Index gene	pleckstrin homology like domain family B member 1																	
TREH	chr11	118528941	118550381	11q23.3			Index gene	trehalase																	
DDX6	chr11	118618472	118661972	11q23.3			Index gene	DEAD-box helicase 6																	
RPS25	chr11	118886421	118889057	11q23.3			Index gene	ribosomal protein S25																	
TRAPPC4	chr11	118889178	118894384	11q23.3			Index gene	trafficking protein particle complex 4																	
HYOU1	chr11	118914895	118927957	11q23.3			Index gene	hypoxia up-regulated 1																	
VPS11	chr11	118938462	118952688	11q23.3			Index gene	VPS11, CORVET/HOPS core subunit																	
H2AFX	chr11	118964584	118966177	11q23.3			Index gene	H2A histone family member X																	
THY1	chr11	119288650	119295695	11q23.3			Index gene	Thy-1 cell surface antigen																	
NECTIN1	chr11	119508807	119599435	11q23.3			Index gene	nectin cell adhesion molecule 1																	
ARHGEF12	chr11	120207617	120360645	11q23.3			Index gene	Rho guanine nucleotide exchange factor 12																	
SC5D	chr11	121163387	121184119	11q23.3-q24.1			Index gene	sterol-C5-desaturase																	
HSPA8	chr11	122928199	122933043	11q24.1			Index gene	heat shock protein family A (Hsp70) member 8																	
GRAMD1B	chr11	123396343	123498479	11q24.1			Index gene	GRAM domain containing 1B																	
SCN3B	chr11	123499894	123525315	11q24.1			Index gene	sodium voltage-gated channel beta subunit 3																	
FEZ1	chr11	125315640	125366206	11q24.2			Index gene	fasciculation and elongation protein zeta 1																	
EI24	chr11	125439282	125454584	11q24.2			Index gene	EI24, autophagy associated transmembrane protein																	
STT3A	chr11	125462689	125492654	11q24.2			Index gene	STT3A, catalytic subunit of the oligosaccharyltransferase complex																	
DDX25	chr11	125774260	125793006	11q24.2			Index gene	DEAD-box helicase 25																	
FAM118B	chr11	126081618	126132879	11q24.2			Index gene	family with sequence similarity 118 member B																	
SRPRA	chr11	126132813	126138877	11q24.2			Index gene	SRP receptor alpha subunit																	
FOXRED1	chr11	126138934	126148027	11q24.2			Index gene	FAD dependent oxidoreductase domain containing 1																	
APLP2	chr11	129939715	130014706	11q24.3			Index gene	amyloid beta precursor like protein 2																	
SNX19	chr11	130745765	130786382	11q24.3-q25			Index gene	sorting nexin 19																	
NTM	chr11	131240370	132206716	11q25			Index gene	neurotrimin																	
OPCML	chr11	132284558	133402507	11q25			Index gene	opioid binding protein/cell adhesion molecule like																	
JAM3	chr11	133938819	134021652	11q25			Index gene	junctional adhesion molecule 3																	
NCAPD3	chr11	134022336	134094426	11q25			Index gene	non-SMC condensin II complex subunit D3																	
VPS26B	chr11	134094498	134117686	11q25			Index gene	VPS26, retromer complex component B																	
THYN1	chr11	134118172	134123260	11q25			Index gene	thymocyte nuclear protein 1																	
ACAD8	chr11	134123433	134135746	11q25	BBS	12/6/2017	Index gene	acyl-CoA dehydrogenase family member 8			Het				CARRIER	Genotype-based databases for variants causing rare diseases; PMID: 25111118; 1	Long-term outcome of isobutyryl-CoA dehydrogenase deficiency diagnosed following an episode of ketotic hypoglycaemia; PMID: 28053874; 1	A novel ACAD8 mutation in asymptomatic patients with isobutyryl-CoA dehydrogenase deficiency and a review of the ACAD8 mutation spectrum.; PMID: 24635911; 1							
B3GAT1	chr11	134248397	134281812	11q25			Index gene	beta-1,3-glucuronyltransferase 1																	
WNK1	chr12	862088	1020618	12p13.33			Index gene	WNK lysine deficient protein kinase 1																	
ADIPOR2	chr12	1800246	1897845	12p13.33	KH	12/6/2017	Index gene	adiponectin receptor 2		1	Het				LP	Adiponectin regulates contextual fear extinction and intrinsic excitability of dentate gyrus granule neurons through AdipoR2 receptors; PMID: 27137743; 1	1.39 Mb inherited interstitial deletion in 12p13.33 associated with developmental delay; PMID: 21144913; 1	Whole genome microarray analysis of gene expression in Prader-Willi syndrome; PMID: 17236194; 2							Linked to PWS
FKBP4	chr12	2904107	2914587	12p13.33			Index gene	FK506 binding protein 4																	
CCND2	chr12	4382901	4414522	12p13.32			Index gene	cyclin D2																	
NDUFA9	chr12	4758263	4796720	12p13.3			Index gene	NADH:ubiquinone oxidoreductase subunit A9																	
GALNT8	chr12	4829751	4881892	12p13.32			Index gene	polypeptide N-acetylgalactosaminyltransferase 8																	
KCNA6	chr12	4918341	4960278	12p13			Index gene	potassium voltage-gated channel subfamily A member 6																	
MRPL51	chr12	6601315	6602471	12p13.31			Index gene	mitochondrial ribosomal protein L51																	
GAPDH	chr12	6643570	6647541	12p13.31			Index gene	glyceraldehyde-3-phosphate dehydrogenase																	
CHD4	chr12	6679247	6716599	12p13.31	KH	12/6/2017	Index gene	chromodomain helicase DNA binding protein 4		1	Het				LP	De Novo Mutations in CHD4, an ATP-Dependent Chromatin Remodeler Gene, Cause an Intellectual Disability Syndrome with Distinctive Dysmorphisms; PMID: 27616479; 1	Effectiveness of whole-exome sequencing and costs of the traditional diagnostic trajectory in children with intellectual disability; PMID: 26845106; 1	De novo mutations in congenital heart disease with neurodevelopmental and other congenital anomalies; PMID: 26785492; 1	Distinct genetic architectures for syndromic and nonsyndromic congenital heart defects identified by exome sequencing; PMID: 27479907 ; 1						
ING4	chr12	6759703	6772308	12p13.31			Index gene	inhibitor of growth family member 4																	
PIANP	chr12	6802956	6810009	12p13.31			Index gene	PILR alpha associated neural protein																	
COPS7A	chr12	6833149	6841041	12p13.31			Index gene	COP9 signalosome subunit 7A																	
MLF2	chr12	6857157	6862636	12p13.31			Index gene	myeloid leukemia factor 2																	
PTMS	chr12	6875540	6880118	12p13			Index gene	parathymosin																	
GPR162	chr12	6930962	6936583	12p13			Index gene	G protein-coupled receptor 162																	
USP5	chr12	6961284	6975795	12p13			Index gene	ubiquitin specific peptidase 5																	
TPI1	chr12	6976583	6980110	12p13.31			Index gene	triosephosphate isomerase 1																	
ENO2	chr12	7023613	7032859	12p13.31			Index gene	enolase 2																	
ATN1	chr12	7033625	7051484	12p13.31	HT	12/6/2017	Index gene	atrophin 1		1	het				VOUS	DRPLA; PMID: 20301664, 2									Dentatorubral-pallidoluysian atrophy (DRPLA) is a progressive disorder of ataxia, myoclonus, epilepsy, and progressive intellectual deterioration in children and ataxia, choreoathetosis, and dementia or character changes in adults. Caused by a trinucleotide expansion.
C12orf57	chr12	7052600	7055166	12p13.31			Index gene	chromosome 12 open reading frame 57																	
PHB2	chr12	7074514	7079916	12p13.31			Index gene	prohibitin 2																	
CLSTN3	chr12	7282966	7311530	12p13.31			Index gene	calsyntenin 3																	
PEX5	chr12	7341758	7371169	12p13.31			Index gene	peroxisomal biogenesis factor 5																	
NECAP1	chr12	8234806	8250373	12p13.31			Index gene	NECAP endocytosis associated 1																	
M6PR	chr12	9092956	9102357	12p13.31			Index gene	mannose-6-phosphate receptor, cation dependent																	
A2M	chr12	9220303	9268558	12p13.31			Index gene	alpha-2-macroglobulin																	
GABARAPL1	chr12	10365488	10375724	12p13.2			Index gene	GABA type A receptor associated protein like 1																	
PRR4	chr12	10998447	11002075	12p13			Index gene	proline rich 4 (lacrimal)																	
PRH1_or_SMIM10L1 	chr12	11033559	11324222	#N/A			Index gene	#N/A																	
TAS2R14	chr12	11090852	11091806	12p13.2			Index gene	taste 2 receptor member 14																	
PRH1_or_SMIM10L1 	chr12	11323779	11328619	#N/A			Index gene	#N/A																	
