#hg19.refGene.name	hg19.refGene.chrom	hg19.refGene.txStart	hg19.refGene.txEnd	hgFixed.refLink.name	hgFixed.refLink.geneName
NM_198507	chr5	99871008	99922444	FAM174A	153152
NM_180991	chr5	101569691	101632253	SLCO4C1	193837
NM_001345877	chr5	102455951	102540612	PPIP5K2	160049
NM_001177306	chr5	102201526	102366808	PAM	24686
NM_001345871	chr5	102455951	102540612	PPIP5K2	160049
NM_001345872	chr5	102455951	102540612	PPIP5K2	160049
NM_001345878	chr5	102455951	102540612	PPIP5K2	160049
NM_001345873	chr5	102455951	102540612	PPIP5K2	160049
NM_001319943	chr5	102090486	102366808	PAM	24686
NM_001345875	chr5	102455951	102540612	PPIP5K2	160049
NM_001345874	chr5	102455951	102540612	PPIP5K2	160049
NM_015216	chr5	102455951	102540612	PPIP5K2	160049
NM_001276277	chr5	102455951	102540612	PPIP5K2	160049
NR_103753	chr5	101944195	102007168	LINC00491	288343
NR_103754	chr5	101944195	102007168	LINC00491	288343
NR_103755	chr5	101944195	102007168	LINC00491	288343
NR_103756	chr5	101944195	102007168	LINC00491	288343
NR_033440	chr5	102201526	102366808	PAM	24686
NM_001345876	chr5	102455951	102540612	PPIP5K2	160049
NM_138822	chr5	102201526	102366808	PAM	24686
NM_138821	chr5	102201526	102366808	PAM	24686
NM_138766	chr5	102201526	102366808	PAM	24686
NM_001281471	chr5	102455951	102540612	PPIP5K2	160049
NM_000919	chr5	102201526	102366808	PAM	24686
NM_001300741	chr5	102884555	102898502	NUDT12	81313
NM_031438	chr5	102884555	102898502	NUDT12	81313
NR_104671	chr5	106150897	106346715	LINC01950	308182
NM_001163315	chr5	107194733	107717799	FBXL17	142382
NR_146155	chr5	108084627	108532541	FER	24004
NM_001308028	chr5	108084627	108532541	FER	24004
NM_005246	chr5	108083522	108532541	FER	24004
NM_001308038	chr5	108084627	108178700	FER	24004
NM_001308031	chr5	108260306	108532541	FER	24004
NM_001039763	chr5	109755197	110062450	TMEM232	435000
NM_001323376	chr5	110559934	110830582	CAMK4	152528
NM_001323375	chr5	110559350	110830582	CAMK4	152528
NM_001323374	chr5	110559647	110830582	CAMK4	152528
NR_040093	chr5	110847923	111075423	STARD4-AS1	324594
NM_001323377	chr5	110560239	110830582	CAMK4	152528
NM_001744	chr5	110559934	110830582	CAMK4	152528
NM_022140	chr5	111498313	111755013	EPB41L4A	84643
NM_001354895	chr5	112043201	112181936	APC	42534
NM_001354897	chr5	112043201	112181936	APC	42534
NM_001347888	chr5	111599122	111755013	EPB41L4A	84643
NM_001347887	chr5	111478138	111755013	EPB41L4A	84643
NM_001127511	chr5	112043201	112181936	APC	42534
NR_046678	chr5	111248204	111353003	NREP-AS1	324635
NR_144931	chr5	111498313	111755013	EPB41L4A	84643
NM_001354902	chr5	112043201	112181936	APC	42534
NM_001242377	chr5	112312406	112357892	DCP2	34644
NM_001085377	chr5	112357795	112824527	MCC	82439
NM_001345975	chr5	112849358	112930984	YTHDC2	156691
NM_152624	chr5	112312406	112357892	DCP2	34644
NM_022828	chr5	112849358	112930984	YTHDC2	156691
NR_038352	chr5	112312406	112357892	DCP2	34644
NM_001345976	chr5	112849358	112930984	YTHDC2	156691
NM_002387	chr5	112357795	112630612	MCC	82439
NR_103458	chr5	113769226	113832197	KCNN2	144694
NM_170775	chr5	113769226	113832197	KCNN2	144694
NM_001278204	chr5	113698015	113832197	KCNN2	144694
NM_021614	chr5	113698015	113832197	KCNN2	144694
NM_001318091	chr5	115177302	115249778	AP3S1	80576
NM_001318090	chr5	115177302	115249778	AP3S1	80576
NM_005023	chr5	114546526	114598569	PGGT1B	84386
NM_181836	chr5	114948904	114961876	TMED7	36520
NM_001284	chr5	115177302	115249778	AP3S1	80576
NM_001318094	chr5	115177302	115249778	AP3S1	80576
NM_001318093	chr5	115177302	115249778	AP3S1	80576
NM_001164468	chr5	114914192	114961876	TMED7-TICAM2	289050
NM_001164469	chr5	114914192	114961876	TMED7-TICAM2	289050
NM_001002924	chr5	115177302	115249778	AP3S1	80576
NM_001308080	chr5	115421158	115628987	COMMD10	81342
NM_020796	chr5	115779250	115910622	SEMA6A	193601
NM_001300780	chr5	115779250	115910622	SEMA6A	193601
NM_016144	chr5	115420672	115628987	COMMD10	81342
NR_146220	chr5	115420672	115526635	COMMD10	81342
NR_146218	chr5	115420672	115526635	COMMD10	81342
NR_146219	chr5	115420974	115526635	COMMD10	81342
NR_046089	chr5	116751207	116915439	LINC00992	435667
NM_001308081	chr5	118171768	118323915	DTWD2	155969
NR_104610	chr5	117686666	117897812	LINC02208	309361
NM_173666	chr5	118171768	118324300	DTWD2	155969
NM_001286815	chr5	118604386	118730299	TNFAIP8	23047
NM_001286817	chr5	118604386	118730299	TNFAIP8	23047
NM_001077654	chr5	118604386	118730299	TNFAIP8	23047
NM_001300783	chr5	119799972	120023025	PRR16	154096
NM_016644	chr5	119799972	120023025	PRR16	154096
NM_001308088	chr5	119867158	120023025	PRR16	154096
NM_001308087	chr5	119801325	120023025	PRR16	154096
NM_001308109	chr5	121647763	121799914	SNCAIP	74859
NM_001308108	chr5	121726783	121799914	SNCAIP	74859
NM_005460	chr5	121647763	121799914	SNCAIP	74859
NR_109881	chr5	121964646	122066255	LINC02201	324201
NM_001242935	chr5	121647763	121799914	SNCAIP	74859
NM_001308107	chr5	121647763	121799914	SNCAIP	74859
NM_001308106	chr5	121726783	121799914	SNCAIP	74859
NM_001308105	chr5	121726783	121799914	SNCAIP	74859
NR_131762	chr5	121647385	121799914	SNCAIP	74859
NR_131761	chr5	121726783	121799914	SNCAIP	74859
NR_146145	chr5	122181143	122344907	SNX24	36383
NM_014035	chr5	122181143	122344907	SNX24	36383
NM_001308100	chr5	121647763	121799914	SNCAIP	74859
NM_001278199	chr5	122110690	122170234	SNX2	80216
NM_003100	chr5	122110690	122170234	SNX2	80216
NM_001270572	chr5	122881110	122952738	CSNK1G3	79832
NM_001270574	chr5	122847792	122952738	CSNK1G3	79832
NM_001270573	chr5	122847792	122952738	CSNK1G3	79832
NM_004384	chr5	122881110	122952738	CSNK1G3	79832
NM_001031812	chr5	122847792	122952738	CSNK1G3	79832
NM_001044723	chr5	122881110	122952738	CSNK1G3	79832
NM_020747	chr5	123972609	124080805	ZNF608	154073
NR_109887	chr5	124828953	124937920	LINC02240	324676
NM_001256545	chr5	126626455	126796910	MEGF10	79980
NM_001308119	chr5	126626455	126760473	MEGF10	79980
NM_032446	chr5	126626455	126796910	MEGF10	79980
NR_134485	chr5	126087654	126112178	LMNB1-DT	439148
NM_001308121	chr5	126626455	126760473	MEGF10	79980
NM_032177	chr5	125936606	125962944	PHAX	79868
NM_178450	chr5	126203405	126366500	MARCH3	82765
NM_001317938	chr5	127039080	127277208	CCDC192	402761
NR_015360	chr5	127357243	127418766	LINC01184	324125
NM_001999	chr5	127593600	127873735	FBN2	74215
NM_001317984	chr5	128300819	128369335	SLC27A6	77390
NM_014031	chr5	128300819	128369335	SLC27A6	77390
NM_001017372	chr5	128300819	128369335	SLC27A6	77390
NM_175856	chr5	129240522	129522327	CHSY3	84619
NM_001164387	chr5	130759613	130970929	RAPGEF6	77436
NM_016340	chr5	130759613	130970929	RAPGEF6	77436
NM_001164389	chr5	130771516	130970929	RAPGEF6	77436
NM_001164388	chr5	130759613	130970929	RAPGEF6	77436
NM_001164390	chr5	130799307	130970929	RAPGEF6	77436
NM_020240	chr5	130599701	130730382	CDC42SE2	84065
NM_001164386	chr5	130759613	130970929	RAPGEF6	77436
NM_001038702	chr5	130599701	130730382	CDC42SE2	84065
NM_001205247	chr5	131285666	131347355	ACSL6	80632
NM_001303622	chr5	131142683	131281391	MEIKIN	142598
NM_003060	chr5	131705400	131731306	SLC22A5	72665
NM_001205251	chr5	131285666	131347607	ACSL6	80632
NM_003687	chr5	131593350	131609147	PDLIM4	24340
NM_001131027	chr5	131593350	131609147	PDLIM4	24340
NR_132126	chr5	131973739	131991584	TH2LCRR	290702
NR_132125	chr5	131973739	131991846	TH2LCRR	290702
NM_001205248	chr5	131285666	131347607	ACSL6	80632
NM_015256	chr5	131285666	131347355	ACSL6	80632
NM_001205250	chr5	131285666	131347761	ACSL6	80632
NM_001308122	chr5	131705400	131731306	SLC22A5	72665
NM_001009185	chr5	131285666	131347355	ACSL6	80632
NM_015082	chr5	132532151	132948223	FSTL4	153031
NM_014423	chr5	132211070	132299354	AFF4	153065
NM_001349365	chr5	133634114	133706738	CDKL3	154256
NM_016508	chr5	133643691	133702765	CDKL3	154256
NM_001349364	chr5	133634114	133706738	CDKL3	154256
NM_001113575	chr5	133634114	133702765	CDKL3	154256
NM_001349363	chr5	133634114	133706738	CDKL3	154256
NM_001349366	chr5	133634114	133706738	CDKL3	154256
NM_016103	chr5	133936838	133968533	SAR1B	35458
NM_020199	chr5	133291197	133304406	C5orf15	152801
NM_001300853	chr5	133634114	133706738	CDKL3	154256
NM_001745	chr5	134074169	134087850	CAMLG	80241
NM_001033503	chr5	133936838	133968533	SAR1B	35458
NM_001349335	chr5	134914854	135224326	SLC25A48	202268
NM_001349345	chr5	134914854	135219139	SLC25A48	202268
NM_001277348	chr5	134368969	134680370	C5orf66	309674
NM_020389	chr5	135548998	135701164	TRPC7	75531
NM_001350994	chr5	135527155	135528851	SMIM32	439275
NM_001167576	chr5	135548998	135701164	TRPC7	75531
NM_001167577	chr5	135548998	135701164	TRPC7	75531
NM_000358	chr5	135364583	135399507	TGFBI	24308
NM_001258449	chr5	137225124	137276156	PKD2L2	80223
NM_001257194	chr5	136953188	137056999	KLHL3	153724
NM_001257195	chr5	136953188	137042116	KLHL3	153724
NM_017415	chr5	136953188	137071779	KLHL3	153724
NM_014386	chr5	137225124	137276156	PKD2L2	80223
NM_001258448	chr5	137225124	137276156	PKD2L2	80223
NM_001300921	chr5	137225124	137278434	PKD2L2	80223
NM_001290307	chr5	138089074	138270723	CTNNA1	23344
NM_001164326	chr5	137492572	137514358	BRD8	151836
NM_016604	chr5	137688284	137772716	KDM3B	201764
NM_001290309	chr5	138089074	138270723	CTNNA1	23344
NM_001323985	chr5	138089074	138270723	CTNNA1	23344
NM_006696	chr5	137492572	137514358	BRD8	151836
NM_139199	chr5	137475458	137514358	BRD8	151836
NM_022809	chr5	137620953	137667566	CDC25C	83504
NM_001287583	chr5	137620953	137674044	CDC25C	83504
NM_001323982	chr5	138089074	138270723	CTNNA1	23344
NM_001318098	chr5	137620953	137674044	CDC25C	83504
NM_001790	chr5	137620953	137667566	CDC25C	83504
NM_001323983	chr5	138089510	138270723	CTNNA1	23344
NM_001903	chr5	138089074	138270723	CTNNA1	23344
NM_001290310	chr5	138089074	138270723	CTNNA1	23344
NM_001300966	chr5	137492572	137514358	BRD8	151836
NM_001300962	chr5	137492572	137514358	BRD8	151836
NM_001300961	chr5	137492572	137514358	BRD8	151836
NM_001287582	chr5	137620953	137667566	CDC25C	83504
NM_001323984	chr5	138089074	138270723	CTNNA1	23344
NM_001323986	chr5	138089074	138270723	CTNNA1	23344
NM_004883	chr5	139226363	139422884	NRG2	130618
NM_001184935	chr5	139226363	139422884	NRG2	130618
NM_013981	chr5	139226363	139422884	NRG2	130618
NR_121659	chr5	138784242	138842328	ECSCR	80851
NM_013983	chr5	139226363	139422884	NRG2	130618
NM_013982	chr5	139226363	139422884	NRG2	130618
NM_001293739	chr5	138784242	138842328	ECSCR	80851
NM_032289	chr5	139175405	139224052	PSD2	154068
NM_001077693	chr5	138784242	138842328	ECSCR	80851
NM_018904	chr5	140261853	140391929	PCDHA13	84231
NM_018903	chr5	140254886	140391929	PCDHA12	155881
NM_018902	chr5	140247097	140391929	PCDHA11	146010
NM_018901	chr5	140235467	140391929	PCDHA10	156326
NM_018900	chr5	140165720	140391929	PCDHA1	193641
NM_018899	chr5	140345746	140391929	PCDHAC2	154772
NM_018910	chr5	140213968	140391929	PCDHA7	193846
NM_018909	chr5	140207506	140391929	PCDHA6	153974
NM_018908	chr5	140201360	140391929	PCDHA5	153695
NM_018907	chr5	140186658	140391929	PCDHA4	155867
NM_018906	chr5	140180782	140391929	PCDHA3	154955
NM_018905	chr5	140174443	140391929	PCDHA2	151459
NM_018911	chr5	140220906	140391929	PCDHA8	156519
NM_018898	chr5	140306301	140391929	PCDHAC1	146009
NM_031860	chr5	140235467	140391929	PCDHA10	156326
NM_031857	chr5	140227356	140391929	PCDHA9	146011
NM_031849	chr5	140207506	140391929	PCDHA6	153974
NM_032412	chr5	139554652	139623374	CYSTM1	202630
NM_017747	chr5	139781398	139919441	ANKHD1	22701
NM_031411	chr5	140165720	140391929	PCDHA1	193641
NM_020690	chr5	139781398	139929163	ANKHD1-EIF4EBP3	195505
NM_001945	chr5	139712427	139726188	HBEGF	153645
NM_003736	chr5	140767451	140892546	PCDHGB4	84246
NM_018912	chr5	140710251	140892546	PCDHGA1	155864
NM_018915	chr5	140718326	140892546	PCDHGA2	83513
NM_001079812	chr5	140894587	140998622	DIAPH1	151771
NM_001314007	chr5	140894587	140998622	DIAPH1	151771
NM_018917	chr5	140734591	140892546	PCDHGA4	193854
NM_018916	chr5	140723600	140892546	PCDHGA3	155994
NM_018919	chr5	140753650	140892546	PCDHGA6	155753
NM_018918	chr5	140743897	140892546	PCDHGA5	155619
NM_018920	chr5	140762305	140892546	PCDHGA7	156518
NM_018924	chr5	140749830	140892546	PCDHGB3	156943
NM_018923	chr5	140739702	140892546	PCDHGB2	155538
NM_018922	chr5	140729827	140892546	PCDHGB1	155561
NM_005219	chr5	140894587	140998622	DIAPH1	151771
NM_022481	chr5	141032967	141061800	ARAP3	146785
NR_120664	chr5	141704857	141843619	SPRY4-AS1	413776
NM_001204263	chr5	142657495	142783254	NR3C1	72656
NM_001204262	chr5	142657495	142783254	NR3C1	72656
NM_001204261	chr5	142657495	142783254	NR3C1	72656
NM_001204260	chr5	142657495	142783254	NR3C1	72656
NM_001204264	chr5	142657495	142783254	NR3C1	72656
NM_001204265	chr5	142673442	142783254	NR3C1	72656
NM_001204259	chr5	142657495	142783254	NR3C1	72656
NM_001204258	chr5	142657495	142783254	NR3C1	72656
NM_001018075	chr5	142657495	142815077	NR3C1	72656
NM_001018074	chr5	142657495	142815077	NR3C1	72656
NM_001020825	chr5	142657495	142783254	NR3C1	72656
NM_001024094	chr5	142657495	142783254	NR3C1	72656
NM_001018077	chr5	142657495	142815077	NR3C1	72656
NM_001018076	chr5	142657495	142784045	NR3C1	72656
NM_000176	chr5	142657495	142783254	NR3C1	72656
NM_152550	chr5	145316125	145442879	SH3RF2	83358
NM_018989	chr5	145583162	145668784	RBM27	151983
NR_073527	chr5	145969066	146258490	PPP2R2B	20652
NM_001112724	chr5	146614578	146763768	STK32A	83061
NM_181675	chr5	145969066	146258348	PPP2R2B	20652
NM_181674	chr5	145969067	146435700	PPP2R2B	20652
NM_145001	chr5	146614578	146728392	STK32A	83061
NM_001287740	chr5	146614578	146767418	STK32A	83061
NM_001271948	chr5	145969066	146258348	PPP2R2B	20652
NM_001271900	chr5	145969066	146461083	PPP2R2B	20652
NM_001271899	chr5	145969066	146461083	PPP2R2B	20652
NR_073526	chr5	145969066	146258348	PPP2R2B	20652
NM_006706	chr5	145826872	145891069	TCERG1	85063
NM_181677	chr5	145969067	146461033	PPP2R2B	20652
NM_181676	chr5	145969067	146435700	PPP2R2B	20652
NM_181678	chr5	145969067	146461033	PPP2R2B	20652
NM_001040006	chr5	145826872	145891069	TCERG1	85063
NM_205841	chr5	147582356	147594700	SPINK6	153540
NM_001270934	chr5	146965003	147162411	JAKMIP2	81947
NM_001127698	chr5	147443534	147516925	SPINK5	75639
NM_001270941	chr5	146965003	147162411	JAKMIP2	81947
NM_001195290	chr5	147582356	147594700	SPINK6	153540
NM_001127699	chr5	147443534	147504503	SPINK5	75639
NM_014790	chr5	146965003	147162411	JAKMIP2	81947
NM_001282282	chr5	146965003	147162411	JAKMIP2	81947
NM_006846	chr5	147443534	147516925	SPINK5	75639
NM_001040433	chr5	147715121	147719412	SPINK9	150667
NM_001301018	chr5	148521009	148640001	ABLIM3	4419
NM_001301028	chr5	148521009	148640001	ABLIM3	4419
NM_024577	chr5	148361712	148442737	SH3TC2	155954
NM_001345858	chr5	148521009	148640001	ABLIM3	4419
NM_014945	chr5	148521009	148640001	ABLIM3	4419
NR_104445	chr5	147861114	148034090	HTR4	76090
NM_001345861	chr5	148521009	148640001	ABLIM3	4419
NM_001345860	chr5	148521009	148640001	ABLIM3	4419
NM_001345859	chr5	148521009	148640001	ABLIM3	4419
NM_001301015	chr5	148521009	148640001	ABLIM3	4419
NM_001301027	chr5	148521009	148640001	ABLIM3	4419
NM_001286410	chr5	147861032	148016624	HTR4	76090
NM_001317987	chr5	148753829	148783765	IL17B	75410
NM_001040173	chr5	147861114	148016624	HTR4	76090
NM_001040172	chr5	147856198	148016624	HTR4	76090
NM_000870	chr5	147861114	148034090	HTR4	76090
NM_001172699	chr5	149151502	149234585	PPARGC1B	75563
NM_001172698	chr5	149109814	149234585	PPARGC1B	75563
NM_001804	chr5	149546343	149564121	CDX1	84077
NM_133263	chr5	149109814	149234585	PPARGC1B	75563
NM_014983	chr5	149380168	149432706	HMGXB3	151639
NM_000440	chr5	149237518	149324356	PDE6A	4356
NM_078483	chr5	150827156	150871942	SLC36A1	75269
NM_001349740	chr5	150827156	150871942	SLC36A1	75269
NM_018047	chr5	150070351	150080669	RBM22	38278
NM_015621	chr5	150560612	150603654	CCDC69	84204
NM_020167	chr5	151771101	151784840	NMUR2	77406
NM_001146040	chr5	151202073	151304397	GLRA1	47124
NM_004045	chr5	151122382	151138210	ATOX1	72439
NR_109876	chr5	151338458	151650010	LINC01933	308148
NM_001292000	chr5	151202073	151304397	GLRA1	47124
NM_000171	chr5	151202073	151304397	GLRA1	47124
NM_198321	chr5	153570294	153800543	GALNT10	141356
NM_001252156	chr5	154266975	154317776	GEMIN5	151891
NM_015465	chr5	154266975	154317776	GEMIN5	151891
NM_001128209	chr5	155753766	156194798	SGCD	152786
NM_172244	chr5	155753766	156185070	SGCD	152786
NM_000337	chr5	155753766	156194798	SGCD	152786
NM_014376	chr5	156696351	156822606	CYFIP2	152140
NM_001172292	chr5	156887026	156901730	NIPAL4	286431
NM_001037333	chr5	156693089	156822606	CYFIP2	152140
NM_001291721	chr5	156693089	156822606	CYFIP2	152140
NM_001291722	chr5	156693089	156822606	CYFIP2	152140
NM_138379	chr5	156346292	156390266	TIMD4	24489
NM_001099287	chr5	156887026	156901730	NIPAL4	286431
NM_005546	chr5	156607906	156682109	ITK	78929
NM_001146726	chr5	156346292	156390266	TIMD4	24489
NR_109888	chr5	157747711	157836781	LINC02227	311119
NM_001199383	chr5	158584416	158636563	RNF145	84120
NM_001199382	chr5	158584416	158634656	RNF145	84120
NM_001199381	chr5	158584416	158635140	RNF145	84120
NM_001199380	chr5	158584416	158637061	RNF145	84120
NM_144726	chr5	158584416	158634834	RNF145	84120
NR_109891	chr5	159203781	159298391	LINC01847	324702
NM_001130958	chr5	159614373	159665729	FABP6	79122
NM_001349735	chr5	159502884	159546452	PWWP2A	153817
NM_001349734	chr5	159502884	159546452	PWWP2A	153817
NM_052927	chr5	159502884	159546452	PWWP2A	153817
NM_031908	chr5	159774774	159797648	C1QTNF2	75577
NR_146217	chr5	159502884	159546452	PWWP2A	153817
NR_146216	chr5	159502884	159546452	PWWP2A	153817
NM_001267035	chr5	159502884	159546452	PWWP2A	153817
NM_025153	chr5	159990126	160279219	ATP10B	155717
NR_132748	chr5	159895257	159914433	MIR3142HG	279823
NM_001349733	chr5	159502884	159546452	PWWP2A	153817
NM_001040442	chr5	159626047	159665729	FABP6	79122
NR_126372	chr5	161337467	161428202	LINC01202	279808
NM_021911	chr5	160715435	160975130	GABRB2	76899
NM_000813	chr5	160715435	160975130	GABRB2	76899
NM_001080428	chr5	167181940	167691162	TENM2	397392
NM_001271946	chr5	168088737	168728133	SLIT3	156888
NM_003062	chr5	168088737	168728133	SLIT3	156888
NM_001346304	chr5	169288309	169407761	FAM196B	261397
NM_004946	chr5	169064250	169510386	DOCK2	152566
NM_001129891	chr5	169288309	169407761	FAM196B	261397
NM_001278339	chr5	169931039	170163637	KCNIP1	79033
NM_001278340	chr5	169931039	170163637	KCNIP1	79033
NM_014592	chr5	169931039	170163637	KCNIP1	79033
NM_022897	chr5	170288885	170727019	RANBP17	193836
NM_001034837	chr5	169931039	170163637	KCNIP1	79033
NM_005990	chr5	171469073	171615346	STK10	155100
NM_033645	chr5	171288555	171433877	FBXW11	82931
NM_033644	chr5	171288555	171433877	FBXW11	82931
NM_001308175	chr5	171752186	171881527	SH3PXD2B	195066
NM_012300	chr5	171288555	171433877	FBXW11	82931
NM_152277	chr5	171636649	171710795	UBTD2	152747
NM_001017995	chr5	171760502	171881527	SH3PXD2B	195066
NM_001168393	chr5	172483354	172519333	CREBRF	202541
NM_001168394	chr5	172483354	172519333	CREBRF	202541
NM_153607	chr5	172483354	172566291	CREBRF	202541
NM_003714	chr5	172741725	172756506	STC2	75135
NM_001308178	chr5	172068268	172118533	NEURL1B	159743
NM_001308177	chr5	172068268	172118533	NEURL1B	159743
NM_001142651	chr5	172068268	172118533	NEURL1B	159743
NM_001031711	chr5	172261222	172379688	ERGIC1	82170
NR_108027	chr5	173134601	173173212	LINC01484	324364
NR_125806	chr5	173763356	173954142	LINC01411	430868
NM_001308200	chr5	175740147	175772994	SIMC1	160126
NM_052899	chr5	176022802	176037131	GPRIN1	154578
NM_001308196	chr5	175665361	175772994	SIMC1	160126
NM_001265615	chr5	175490711	175541801	FAM153B	153270
NM_006650	chr5	175223609	175311023	CPLX2	150852
NM_001308195	chr5	175665361	175772994	SIMC1	160126
NR_131772	chr5	175665361	175772994	SIMC1	160126
NM_014613	chr5	175875355	175937075	FAF2	77452
NM_198567	chr5	175665361	175772994	SIMC1	160126
NM_001199298	chr5	176332005	176433795	UIMC1	80773
NM_003052	chr5	176811431	176825849	SLC34A1	80248
NR_146150	chr5	176332005	176433795	UIMC1	80773
NM_133369	chr5	176237559	176307899	UNC5A	151956
NM_001190946	chr5	176946789	176981586	FAM193B	202360
NM_172349	chr5	176560079	176727214	NSD1	145097
NM_016290	chr5	176332005	176433443	UIMC1	80773
NM_001317961	chr5	176332005	176433795	UIMC1	80773
NM_001167579	chr5	176811431	176817514	SLC34A1	80248
NM_022455	chr5	176560832	176727214	NSD1	145097
NR_146149	chr5	176332005	176433795	UIMC1	80773
NR_024019	chr5	176946789	176981586	FAM193B	202360
NM_001199297	chr5	176332005	176433795	UIMC1	80773
NM_173465	chr5	177664616	178017556	COL23A1	149260
NR_149722	chr5	177434692	177490589	FAM153C	155467
NM_001355471	chr5	177436326	177474656	FAM153C	155467
NM_001323306	chr5	178368191	178393434	ZNF454	80465
NM_001257293	chr5	179041178	179050711	HNRNPH1	193873
NM_001178090	chr5	178368191	178393434	ZNF454	80465
NM_001178089	chr5	178368191	178393434	ZNF454	80465
NM_014244	chr5	178537851	178772431	ADAMTS2	194004
NM_005520	chr5	179041178	179050722	HNRNPH1	193873
NM_014757	chr5	179159850	179204287	MAML1	193581
NM_021599	chr5	178577680	178772431	ADAMTS2	194004
NM_182594	chr5	178368191	178393434	ZNF454	80465
NM_001280801	chr5	179382066	179499118	RNF130	83648
